minimum_nights,calculated_host_listings_count,availability_365,room_type,price
0.21428571428571427,0.0,0.11813186813186814,1.0,120
0.14285714285714285,0.0,0.060439560439560454,0.5,3000
0.14285714285714285,0.0,0.0,1.0,250
0.07142857142857142,0.003067484662576687,0.46153846153846156,1.0,79
0.07142857142857142,0.009202453987730062,0.26373626373626374,0.5,62
0.0,0.0,0.21703296703296707,1.0,600
0.14285714285714285,0.0,0.005494505494505494,1.0,115
0.5,0.0,0.019230769230769232,0.5,60
0.07142857142857142,0.006134969325153375,0.7884615384615385,0.5,72
0.07142857142857142,0.0,0.06318681318681318,0.5,99
0.07142857142857142,0.009202453987730062,0.9670329670329672,1.0,125
0.07142857142857142,0.0,0.09615384615384616,0.5,60
0.0,0.0,0.5384615384615385,0.5,145
0.0,0.0,0.11263736263736264,0.5,85
0.0,0.003067484662576687,0.9093406593406594,0.5,300
0.0,0.006134969325153375,0.2417582417582418,0.5,57
0.07142857142857142,0.009202453987730062,0.19505494505494508,0.5,55
0.21428571428571427,0.0,0.2417582417582418,0.5,55
0.2857142857142857,0.0,0.06593406593406594,1.0,200
0.14285714285714285,0.0,0.07142857142857142,0.5,30
0.07142857142857142,0.0,0.7967032967032968,1.0,105
0.0,0.009202453987730062,0.8324175824175825,0.5,155
0.0,0.012269938650306749,0.3626373626373627,1.0,172
0.4285714285714286,0.0,0.5137362637362638,0.5,80
0.14285714285714285,0.0,0.027472527472527476,0.5,50
0.07142857142857142,0.0,0.016483516483516484,1.0,239
0.07142857142857142,0.03680981595092024,0.9972527472527473,0.5,68
0.0,0.05214723926380368,1.0,0.5,135
0.07142857142857142,0.0,0.8791208791208792,0.5,50
0.21428571428571427,0.0,0.016483516483516484,1.0,440
0.4285714285714286,0.006134969325153375,0.15934065934065936,0.5,115
0.0,0.0,0.23626373626373628,1.0,300
0.0,0.0,0.049450549450549455,0.5,175
0.21428571428571427,0.003067484662576687,0.024725274725274728,0.5,45
0.14285714285714285,0.0,0.0,1.0,90
0.14285714285714285,0.006134969325153375,0.48901098901098905,1.0,160
0.4285714285714286,0.0,0.34890109890109894,0.5,129
0.14285714285714285,0.0,0.0576923076923077,1.0,150
0.2857142857142857,0.003067484662576687,0.7500000000000001,1.0,125
0.07142857142857142,0.003067484662576687,0.3461538461538462,1.0,175
0.07142857142857142,0.0,0.8956043956043956,0.5,105
0.4285714285714286,0.006134969325153375,0.10164835164835165,1.0,145
0.6428571428571428,0.0,0.12912087912087913,1.0,200
0.14285714285714285,0.0,0.9945054945054946,0.5,100
0.07142857142857142,0.0,0.8406593406593408,1.0,500
0.0,0.0,0.989010989010989,1.0,75
0.14285714285714285,0.0,0.7829670329670331,1.0,1000
0.0,0.03680981595092024,0.9395604395604397,0.5,100
0.21428571428571427,0.0,0.07142857142857142,1.0,92
0.07142857142857142,0.009202453987730062,0.18956043956043958,1.0,74
0.0,0.015337423312883437,0.4450549450549451,0.5,55
0.0,0.006134969325153375,0.8571428571428572,0.5,79
0.07142857142857142,0.003067484662576687,0.804945054945055,1.0,110
0.07142857142857142,0.003067484662576687,0.8021978021978022,0.5,50
0.2857142857142857,0.015337423312883437,0.2252747252747253,0.5,68
0.07142857142857142,0.0,0.041208791208791215,1.0,300
0.14285714285714285,0.0,0.1318681318681319,0.5,150
0.14285714285714285,0.0,0.6071428571428572,1.0,165
0.2857142857142857,0.003067484662576687,0.631868131868132,1.0,120
0.4285714285714286,0.0,0.6593406593406594,1.0,198
0.0,0.0,0.09890109890109891,0.5,60
0.0,0.0,0.1675824175824176,1.0,500
0.14285714285714285,0.003067484662576687,0.771978021978022,1.0,179
0.21428571428571427,0.10122699386503069,0.8461538461538463,1.0,265
0.14285714285714285,0.006134969325153375,0.08241758241758242,0.5,100
0.0,0.006134969325153375,0.7747252747252747,1.0,199
0.07142857142857142,0.0,0.4670329670329671,1.0,350
0.0,0.015337423312883437,0.005494505494505494,0.5,38
0.14285714285714285,0.009202453987730062,0.13461538461538464,0.0,35
0.0,0.027607361963190184,0.771978021978022,0.5,350
0.0,0.02147239263803681,0.5164835164835165,0.5,95
0.0,0.0,0.36813186813186816,1.0,125
0.07142857142857142,0.0,0.18956043956043958,1.0,89
0.8571428571428571,0.0,0.39560439560439564,0.5,98
0.0,0.0,1.0,0.5,100
0.0,0.0,0.38736263736263743,1.0,139
0.4285714285714286,0.0,0.0027472527472527475,1.0,100
0.14285714285714285,0.0,0.2417582417582418,1.0,237
0.14285714285714285,0.0,0.7472527472527474,1.0,150
0.14285714285714285,0.006134969325153375,0.7225274725274726,0.5,55
0.07142857142857142,0.0,0.8901098901098902,0.0,62
0.0,0.0,1.0,0.5,100
0.14285714285714285,0.0,0.041208791208791215,0.5,60
0.4285714285714286,0.0,0.315934065934066,0.5,98
0.07142857142857142,0.0,0.5494505494505495,1.0,209
0.14285714285714285,0.0,0.2994505494505495,1.0,155
0.4285714285714286,0.03680981595092024,0.6895604395604397,0.5,35
0.07142857142857142,0.0,0.9340659340659342,0.5,45
0.07142857142857142,0.006134969325153375,0.8571428571428572,1.0,595
0.21428571428571427,0.006134969325153375,0.7967032967032968,0.5,120
0.4285714285714286,0.03680981595092024,0.8241758241758242,0.5,38
0.0,0.0,0.4478021978021978,1.0,330
0.07142857142857142,0.0,0.9313186813186815,1.0,80
0.2857142857142857,0.0,0.03021978021978022,1.0,80
0.0,0.003067484662576687,0.3076923076923077,1.0,453
0.2857142857142857,0.0,0.049450549450549455,1.0,295
0.14285714285714285,0.003067484662576687,0.13461538461538464,1.0,60
0.07142857142857142,0.0,0.4560439560439561,1.0,95
0.0,0.02147239263803681,0.47802197802197804,0.5,34
0.14285714285714285,0.0,0.6401098901098902,1.0,210
0.14285714285714285,0.003067484662576687,0.29670329670329676,0.5,65
0.14285714285714285,0.0,0.6181318681318682,1.0,245
0.0,0.0,0.7582417582417583,1.0,148
0.0,0.003067484662576687,0.9532967032967034,0.5,53
0.3571428571428571,0.0,0.4478021978021978,1.0,245
0.07142857142857142,0.0,0.7142857142857143,0.5,180
0.0,0.015337423312883437,0.9972527472527473,0.5,99
0.14285714285714285,0.006134969325153375,0.4285714285714286,1.0,275
0.2857142857142857,0.0,0.6648351648351649,1.0,100
0.4285714285714286,0.1411042944785276,0.9258241758241759,0.5,120
0.0,0.015337423312883437,1.0,0.0,37
0.0,0.0,0.48901098901098905,0.5,80
0.2857142857142857,0.0,0.013736263736263736,1.0,117
0.0,0.006134969325153375,0.6565934065934067,1.0,120
0.07142857142857142,0.009202453987730062,0.3708791208791209,0.5,80
0.0,0.012269938650306749,0.8461538461538463,0.5,39
0.07142857142857142,0.009202453987730062,0.6813186813186813,0.5,60
0.14285714285714285,0.0,0.4917582417582418,1.0,1100
0.07142857142857142,0.0,0.06318681318681318,0.5,28
0.0,0.024539877300613498,0.4395604395604396,0.0,85
0.07142857142857142,0.003067484662576687,0.17582417582417584,0.5,80
0.14285714285714285,0.0,0.10164835164835165,0.5,50
0.07142857142857142,0.0,1.0,1.0,295
0.07142857142857142,0.003067484662576687,0.21153846153846156,0.5,90
0.14285714285714285,0.0,0.22252747252747254,0.5,115
0.07142857142857142,0.012269938650306749,0.989010989010989,1.0,250
0.0,0.0,0.7857142857142858,1.0,245
0.07142857142857142,0.003067484662576687,0.005494505494505494,1.0,400
0.0,0.0,0.6291208791208792,0.5,85
0.07142857142857142,0.0,0.6703296703296704,1.0,260
0.4285714285714286,0.0,0.024725274725274728,1.0,75
0.0,0.0,0.46978021978021983,1.0,300
0.0,0.0,0.18131868131868134,0.5,50
0.0,0.0,0.03846153846153847,0.5,115
0.0,0.0,0.46153846153846156,1.0,690
0.0,0.03374233128834356,0.33791208791208793,1.0,3512
0.14285714285714285,0.0,0.1318681318681319,1.0,175
0.0,0.012269938650306749,0.34065934065934067,0.5,74
0.07142857142857142,0.003067484662576687,0.3186813186813187,0.5,120
0.14285714285714285,0.003067484662576687,0.9010989010989012,0.5,45
0.0,0.003067484662576687,0.23901098901098905,1.0,250
0.0,0.0,0.005494505494505494,0.0,56
0.0,0.0,0.11538461538461539,1.0,100
0.07142857142857142,0.0,0.6950549450549451,1.0,140
0.07142857142857142,0.015337423312883437,0.9615384615384617,0.5,420
0.0,0.0,0.6565934065934067,1.0,139
0.07142857142857142,0.0,0.09615384615384616,1.0,150
0.07142857142857142,0.0,0.989010989010989,1.0,159
0.0,0.006134969325153375,0.15934065934065936,0.5,35
0.14285714285714285,0.003067484662576687,0.25824175824175827,0.0,199
0.0,0.006134969325153375,0.4917582417582418,0.5,80
0.14285714285714285,0.0,0.01098901098901099,0.5,85
0.14285714285714285,0.0,0.7967032967032968,1.0,180
0.4285714285714286,0.0,0.23626373626373628,1.0,180
0.2857142857142857,0.003067484662576687,0.48901098901098905,0.5,115
0.0,0.0,0.09615384615384616,0.5,66
0.9285714285714286,0.0,0.23901098901098905,1.0,250
0.14285714285714285,0.003067484662576687,0.4917582417582418,1.0,170
0.07142857142857142,0.006134969325153375,0.19505494505494508,0.5,69
0.07142857142857142,0.012269938650306749,0.8516483516483517,0.5,86
0.0,0.006134969325153375,0.5934065934065934,1.0,299
0.14285714285714285,0.0,0.14835164835164838,1.0,185
0.07142857142857142,0.0,0.38461538461538464,1.0,260
0.0,0.018404907975460124,0.2252747252747253,0.0,45
0.07142857142857142,0.0,0.5192307692307693,1.0,95
0.07142857142857142,0.0,0.33791208791208793,0.5,150
0.14285714285714285,0.0,0.14285714285714288,0.5,100
0.07142857142857142,0.012269938650306749,0.5521978021978022,0.5,50
0.0,0.0,0.9478021978021979,0.5,80
0.2857142857142857,0.0,0.4862637362637363,0.5,195
0.0,0.003067484662576687,0.19230769230769235,0.5,48
0.2857142857142857,0.0,0.35989010989010994,1.0,499
0.0,0.0,0.04395604395604396,1.0,250
0.07142857142857142,0.0,0.14285714285714288,1.0,200
0.14285714285714285,0.0,0.21153846153846156,0.5,80
0.07142857142857142,0.0,0.7664835164835165,1.0,250
0.14285714285714285,0.0,0.9972527472527473,1.0,399
0.07142857142857142,0.0,0.04395604395604396,1.0,100
0.07142857142857142,0.0,0.9917582417582419,0.5,99
0.07142857142857142,0.0,0.8434065934065935,1.0,124
0.07142857142857142,1.0,0.8598901098901099,1.0,247
0.0,0.012269938650306749,0.9752747252747254,0.5,57
0.4285714285714286,0.0,0.6813186813186813,1.0,150
0.0,0.0,0.8104395604395606,0.5,900
0.14285714285714285,0.003067484662576687,0.019230769230769232,0.5,45
0.3571428571428571,0.0,0.9807692307692308,0.5,80
0.0,0.0,0.09340659340659341,1.0,80
0.2857142857142857,0.003067484662576687,0.19505494505494508,0.5,55
0.0,0.003067484662576687,0.23351648351648355,0.5,69
0.21428571428571427,0.0,0.013736263736263736,1.0,100
0.21428571428571427,0.003067484662576687,0.5934065934065934,1.0,135
0.14285714285714285,0.003067484662576687,0.2307692307692308,1.0,115
0.07142857142857142,0.0,0.0027472527472527475,0.5,45
0.07142857142857142,0.003067484662576687,0.4093406593406594,0.5,75
0.0,0.0,0.1785714285714286,0.5,65
0.0,0.0,0.26648351648351654,0.5,49
0.2857142857142857,0.0,0.7335164835164836,1.0,318
0.07142857142857142,0.0,0.8406593406593408,1.0,97
0.0,0.006134969325153375,0.3241758241758242,0.5,99
0.14285714285714285,0.006134969325153375,0.19780219780219782,0.5,65
0.21428571428571427,0.0,0.041208791208791215,0.5,70
0.14285714285714285,0.003067484662576687,0.1318681318681319,0.5,52
0.07142857142857142,0.0,0.23626373626373628,1.0,120
0.07142857142857142,0.0,0.8543956043956045,0.5,75
0.14285714285714285,0.0,0.9285714285714286,1.0,275
0.2857142857142857,0.0,0.4450549450549451,1.0,325
0.07142857142857142,0.006134969325153375,0.6785714285714286,1.0,550
0.0,0.006134969325153375,0.8516483516483517,1.0,55
0.07142857142857142,0.0,0.14010989010989014,1.0,120
0.14285714285714285,0.0,0.47252747252747257,0.5,70
0.14285714285714285,0.003067484662576687,0.15659340659340662,1.0,245
0.2857142857142857,0.0,0.1318681318681319,0.5,72
0.6428571428571428,0.0,0.03846153846153847,1.0,195
0.21428571428571427,0.003067484662576687,0.0576923076923077,0.5,60
0.0,0.0,0.8379120879120879,1.0,300
0.07142857142857142,0.0,0.07692307692307693,0.5,80
0.0,0.0,0.9120879120879122,0.5,72
0.0,0.003067484662576687,0.4395604395604396,0.5,99
0.07142857142857142,0.0,0.34065934065934067,1.0,139
0.07142857142857142,0.027607361963190184,0.9835164835164836,0.5,67
0.0,0.003067484662576687,0.9972527472527473,1.0,307
1.0,0.003067484662576687,0.01098901098901099,1.0,105
0.07142857142857142,0.0,0.6346153846153847,1.0,197
0.07142857142857142,0.006134969325153375,0.019230769230769232,0.5,40
0.0,0.049079754601226995,0.9230769230769231,0.5,139
0.07142857142857142,0.0,1.0,1.0,359
0.07142857142857142,0.0,0.23626373626373628,0.5,80
0.0,0.0,0.9368131868131869,0.5,60
0.07142857142857142,0.0,0.4120879120879121,0.5,85
0.14285714285714285,0.009202453987730062,0.9780219780219781,1.0,200
0.07142857142857142,0.0,0.36813186813186816,0.0,70
0.07142857142857142,0.0,0.2692307692307693,1.0,185
0.0,0.0,0.0,1.0,100
0.2857142857142857,0.003067484662576687,0.008241758241758242,1.0,130
0.07142857142857142,0.0,0.9560439560439561,1.0,200
0.14285714285714285,0.006134969325153375,0.14010989010989014,1.0,85
0.0,0.009202453987730062,0.09890109890109891,0.5,40
0.07142857142857142,0.0,0.2802197802197803,1.0,100
0.07142857142857142,0.018404907975460124,0.09890109890109891,0.0,75
0.6428571428571428,0.009202453987730062,0.06593406593406594,0.0,20
0.9285714285714286,0.0,0.21153846153846156,1.0,250
0.6428571428571428,0.0,0.16483516483516486,0.5,45
0.0,0.012269938650306749,0.6208791208791209,0.5,85
0.07142857142857142,0.0,0.9697802197802199,0.5,60
0.4285714285714286,0.003067484662576687,0.47252747252747257,0.5,71
0.14285714285714285,0.0,0.25549450549450553,1.0,60
0.07142857142857142,0.003067484662576687,1.0,1.0,99
0.14285714285714285,0.0,0.4587912087912088,1.0,300
0.07142857142857142,0.0,0.37912087912087916,1.0,165
0.14285714285714285,0.003067484662576687,0.005494505494505494,1.0,210
0.21428571428571427,0.0,0.7829670329670331,1.0,127
0.2857142857142857,0.0,0.0027472527472527475,1.0,285
0.0,0.012269938650306749,0.1318681318681319,0.5,80
0.0,0.0,0.9945054945054946,1.0,1497
0.21428571428571427,0.003067484662576687,0.005494505494505494,1.0,147
0.0,0.003067484662576687,0.14010989010989014,0.5,90
0.3571428571428571,0.0,0.1785714285714286,1.0,53
0.07142857142857142,0.0,0.12362637362637365,1.0,100
0.21428571428571427,0.003067484662576687,0.09890109890109891,1.0,125
0.07142857142857142,0.003067484662576687,0.24450549450549453,0.5,100
0.0,0.006134969325153375,0.29395604395604397,0.5,60
0.21428571428571427,0.0,0.5357142857142858,0.5,80
0.0,0.018404907975460124,0.0,0.5,140
0.07142857142857142,0.0,0.03571428571428572,0.5,70
0.0,0.006134969325153375,0.9835164835164836,0.5,50
0.07142857142857142,0.009202453987730062,0.8406593406593408,1.0,80
0.14285714285714285,0.0,0.041208791208791215,1.0,200
0.21428571428571427,0.0,0.8736263736263737,1.0,300
0.07142857142857142,0.006134969325153375,0.7472527472527474,1.0,225
0.07142857142857142,0.0,0.06868131868131869,1.0,130
0.2857142857142857,0.0,0.5906593406593407,1.0,250
0.14285714285714285,0.0,0.9972527472527473,1.0,500
0.21428571428571427,0.0,0.013736263736263736,0.5,48
0.14285714285714285,0.0,0.02197802197802198,0.5,100
0.14285714285714285,0.003067484662576687,0.6071428571428572,1.0,140
0.14285714285714285,0.0,0.013736263736263736,1.0,219
0.0,0.0,0.14010989010989014,0.5,65
0.0,0.0,0.4450549450549451,1.0,164
0.0,0.0,0.0,0.5,99
0.0,0.0,0.08516483516483517,0.5,200
0.07142857142857142,0.003067484662576687,0.21703296703296707,0.5,45
0.14285714285714285,0.0,0.2005494505494506,1.0,130
0.14285714285714285,0.003067484662576687,0.34065934065934067,0.5,65
0.07142857142857142,0.003067484662576687,0.9917582417582419,0.5,70
0.4285714285714286,0.0,0.4862637362637363,1.0,1000
0.0,0.009202453987730062,0.43681318681318687,1.0,460
0.07142857142857142,0.006134969325153375,0.032967032967032975,0.5,89
0.07142857142857142,0.0,0.12912087912087913,0.5,150
0.14285714285714285,0.14723926380368096,0.5631868131868133,1.0,699
0.2857142857142857,0.0,0.739010989010989,0.5,55
0.4285714285714286,0.0,0.36813186813186816,1.0,190
0.07142857142857142,0.0,0.34890109890109894,0.5,125
0.07142857142857142,0.0,0.041208791208791215,1.0,299
0.21428571428571427,0.0,0.23901098901098905,0.5,37
0.07142857142857142,0.0,0.07967032967032968,1.0,99
0.07142857142857142,0.0,0.32142857142857145,0.5,95
0.07142857142857142,0.0,0.2802197802197803,0.5,185
0.07142857142857142,0.0,0.9615384615384617,0.5,70
0.07142857142857142,0.0,0.21153846153846156,1.0,250
0.14285714285714285,0.003067484662576687,0.7197802197802199,0.5,40
0.0,0.0,0.7609890109890111,0.5,65
0.2857142857142857,0.006134969325153375,0.7307692307692308,1.0,170
0.4285714285714286,0.0,0.8983516483516484,1.0,489
0.0,0.003067484662576687,0.2252747252747253,0.5,85
0.14285714285714285,0.0,0.9835164835164836,0.5,73
0.07142857142857142,0.0,0.2884615384615385,0.5,69
0.0,0.0,0.049450549450549455,0.5,300
0.0,0.0,0.7802197802197803,0.5,89
0.07142857142857142,0.0,0.5109890109890111,1.0,215
0.0,0.0,0.7362637362637363,0.5,60
0.07142857142857142,0.0,0.4587912087912088,1.0,300
0.07142857142857142,0.02147239263803681,0.7335164835164836,0.5,52
0.07142857142857142,0.006134969325153375,0.2417582417582418,0.5,90
0.07142857142857142,0.0,0.20879120879120883,1.0,225
0.0,0.003067484662576687,0.8901098901098902,1.0,75
0.07142857142857142,0.0,0.23626373626373628,0.5,125
0.21428571428571427,0.0,0.26373626373626374,1.0,170
0.0,0.0,0.0,0.5,100
0.07142857142857142,0.003067484662576687,0.7060439560439561,1.0,109
0.4285714285714286,0.1411042944785276,0.8928571428571429,0.5,65
0.0,0.012269938650306749,0.9725274725274726,0.5,60
0.07142857142857142,0.0,0.005494505494505494,1.0,100
0.07142857142857142,0.0,0.17032967032967036,0.5,150
0.07142857142857142,0.0,0.543956043956044,1.0,195
0.07142857142857142,0.006134969325153375,0.8516483516483517,1.0,65
0.07142857142857142,0.009202453987730062,0.7472527472527474,0.5,98
0.0,0.0,0.9340659340659342,0.5,50
0.14285714285714285,0.0,0.1318681318681319,0.5,95
0.0,0.0,0.13461538461538464,1.0,91
0.4285714285714286,0.0,0.9725274725274726,1.0,113
0.3571428571428571,0.0,0.09615384615384616,1.0,199
0.4285714285714286,0.0,0.23626373626373628,0.5,68
0.07142857142857142,0.006134969325153375,0.40659340659340665,0.5,150
0.07142857142857142,0.0,0.7417582417582418,1.0,150
0.14285714285714285,0.003067484662576687,0.6978021978021979,1.0,245
0.4285714285714286,0.0,0.0,1.0,131
0.14285714285714285,0.0,0.31043956043956045,1.0,250
0.21428571428571427,0.015337423312883437,0.326923076923077,0.5,72
0.0,0.0,0.24450549450549453,0.5,500
0.9285714285714286,0.0,0.10714285714285715,1.0,105
0.6428571428571428,0.003067484662576687,0.576923076923077,0.5,98
0.07142857142857142,0.0,0.9697802197802199,1.0,90
0.21428571428571427,0.003067484662576687,0.576923076923077,0.5,50
0.0,0.009202453987730062,0.9972527472527473,1.0,750
0.07142857142857142,0.0,0.013736263736263736,1.0,225
0.21428571428571427,0.0,0.29120879120879123,0.5,100
0.0,0.0,0.11263736263736264,0.5,59
0.07142857142857142,0.0,0.0027472527472527475,0.5,69
0.0,0.0,0.43131868131868134,0.5,48
0.6428571428571428,0.0,0.24450549450549453,1.0,225
0.0,0.003067484662576687,0.8598901098901099,0.5,80
0.0,0.009202453987730062,0.815934065934066,0.5,55
0.4285714285714286,0.0,0.43131868131868134,1.0,240
0.14285714285714285,0.0,0.04395604395604396,0.5,250
0.0,0.03067484662576687,0.576923076923077,0.5,155
0.07142857142857142,0.0,0.19230769230769235,1.0,200
0.07142857142857142,0.003067484662576687,0.9670329670329672,0.5,47
0.14285714285714285,0.0,0.05219780219780221,1.0,125
0.14285714285714285,0.08282208588957056,0.16208791208791212,1.0,199
0.14285714285714285,0.0,0.013736263736263736,1.0,100
0.14285714285714285,0.012269938650306749,0.7252747252747254,1.0,250
0.0,0.0,0.05494505494505495,0.5,60
0.0,0.0,1.0,0.0,115
0.0,0.0,0.4120879120879121,1.0,188
0.0,0.0,0.24450549450549453,0.5,150
0.21428571428571427,0.0,0.12362637362637365,0.5,87
0.14285714285714285,0.0,0.060439560439560454,0.5,75
0.07142857142857142,0.0,0.13736263736263737,1.0,65
0.6428571428571428,0.009202453987730062,0.31043956043956045,0.0,20
0.14285714285714285,0.0,0.2417582417582418,0.5,100
0.14285714285714285,0.003067484662576687,0.4835164835164836,0.5,76
0.0,0.0,1.0,0.5,80
0.07142857142857142,0.003067484662576687,0.903846153846154,0.5,76
0.07142857142857142,0.0,0.6730769230769231,0.5,89
0.0,0.018404907975460124,0.18406593406593408,1.0,175
0.2857142857142857,0.0,0.8543956043956045,0.5,80
0.07142857142857142,0.0,0.10714285714285715,1.0,150
0.07142857142857142,0.0,0.4285714285714286,0.5,179
0.0,0.0,0.9093406593406594,0.5,42
0.14285714285714285,0.0,0.48901098901098905,0.5,60
0.21428571428571427,0.0,0.22252747252747254,0.5,75
0.14285714285714285,0.0,0.20329670329670332,1.0,82
0.9285714285714286,0.003067484662576687,0.05494505494505495,0.5,55
0.0,0.003067484662576687,0.08241758241758242,0.5,105
0.14285714285714285,0.003067484662576687,0.260989010989011,1.0,170
0.07142857142857142,0.0,0.2692307692307693,0.5,100
0.14285714285714285,0.0,0.005494505494505494,1.0,130
0.4285714285714286,0.1411042944785276,0.9642857142857144,0.5,99
0.0,0.0,0.24450549450549453,0.5,350
0.4285714285714286,0.0,0.1730769230769231,1.0,165
0.0,0.003067484662576687,0.2417582417582418,0.0,200
0.0,0.003067484662576687,0.48901098901098905,0.5,200
0.0,0.02147239263803681,0.9093406593406594,0.5,55
0.07142857142857142,0.0,0.07417582417582418,1.0,188
0.4285714285714286,0.0,0.2884615384615385,1.0,500
0.0,0.003067484662576687,0.7197802197802199,0.5,62
0.4285714285714286,0.0,0.2417582417582418,0.5,50
0.14285714285714285,0.006134969325153375,0.9505494505494506,1.0,250
0.2857142857142857,0.003067484662576687,0.5164835164835165,0.5,85
0.4285714285714286,0.0,0.1043956043956044,1.0,150
0.14285714285714285,0.0,0.3653846153846154,1.0,130
0.7857142857142857,0.0,0.9093406593406594,1.0,750
0.07142857142857142,0.0,0.8901098901098902,0.5,50
